gene-name	chromosome	start	stop
FNDC3B	3	171757418	172119455
MARCKSL1	1	32799433	32801980
TSSK3	1	32827798	32829913
BSDC1	1	32830704	32860332
AC092964.1	3	172034218	172039513
GHSR	3	172162923	172166246
TNFSF10	3	172223298	172241297
AADACL1	3	172348039	172429008
ECT2	3	172468472	172539264
ZBTB8A	1	32930658	33066591
ZBTB8B	1	32930658	33002129
ZBTB8OS	1	33065854	33116533
SPATA16	3	172607148	172859058
NLGN1	3	173114074	174004434
RBBP4	1	33116749	33151812
NAALADL2	3	174156363	175523428
SYNC	1	33145507	33169197
TBL1XR1	3	176737143	176915261
KIAA1522	1	33207486	33240571
YARS	1	33240840	33283754
KCNMB2	3	177990720	178562217
S100PBP	1	33283043	33324476
FNDC5	1	33327869	33338083
HPCA	1	33351595	33364042
ZMAT3	3	178735011	178790067
TMEM54	1	33360195	33367039
RNF19B	1	33402046	33430349
PIK3CA	3	178865902	178957881
AK2	1	33473585	33502593
AC076966.1	3	178953578	178955289
KCNMB3	3	178957530	178984790
ZNF639	3	179040779	179053323
ADC	1	33546705	33586131
MFN1	3	179065480	179112719
TRIM62	1	33611003	33647671
GNB4	3	179116990	179169378
ZNF362	1	33722146	33766320
PHC2	1	33789224	33896653
ACTL6A	3	179280668	179306196
ZSCAN20	1	33938232	33961995
MRPL47	3	179306073	179322442
NDUFB5	3	179322478	179345435
CSMD2	1	33979609	34631443
USP13	3	179370543	179507189
PEX5L	3	179512746	179754841
TTC14	3	180319918	180335616
CCDC39	3	180320646	180588793
FXR1	3	180585929	180694950
C1orf94	1	34632484	34684732
GJB5	1	35220648	35224113
GJB4	1	35225342	35229325
GJB3	1	35246790	35251970
GJA4	1	35258599	35261348
DLGAP3	1	35331037	35395186
ZMYM6	1	35447134	35497569
RP11-244H3.2	1	35447136	35450954
DNAJC19	3	180701497	180707562
ZMYM1	1	35525387	35581460
SOX2	3	181429722	181432221
SFPQ	1	35641979	35658749
ATP11B	3	182511288	182639423
ZMYM4	1	35734568	35887659
DCUN1D1	3	182655862	182703741
KIAA0319L	1	35899091	36023551
MCCC1	3	182733006	182833863
LAMP3	3	182840001	182881627
MCF2L2	3	182895831	183146566
NCDN	1	36023074	36032875
B3GNT5	3	182971032	183016292
TFAP2E	1	36038971	36060929
KLHL6	3	183205319	183273477
PSMB2	1	36042938	36107445
KLHL24	3	183353356	183402302
C1orf216	1	36179476	36185073
CLSPN	1	36185819	36235568
YEATS2	3	183415606	183530413
EIF2C4	1	36273773	36323491
EIF2C1	1	36335409	36389900
MAP6D1	3	183533664	183543382
PARL	3	183547173	183602721
EIF2C3	1	36396319	36522063
ABCC5	3	183637722	183735803
TEKT2	1	36549676	36553876
ADPRHL2	1	36554476	36559533
COL8A2	1	36560837	36590821
TRAPPC3	1	36602173	36615098
HTR3D	3	183749332	183757157
HTR3C	3	183770835	183778459
MAP7D1	1	36621194	36646450
HTR3E	3	183814852	183824783
EIF2B5	3	183852826	184402546
DVL3	3	183873176	183891398
THRAP3	1	36690017	36770958
C1orf113	1	36771988	36790487
C6orf141	6	49518379	49529620
AP2M1	3	183892477	183901879
FAM176B	1	36787632	36789755
AL591845.1	1	36789335	36794818
STK40	1	36805225	36851497
ABCF3	3	183903811	183911800
LSM10	1	36856839	36863493
OSCP1	1	36881428	36916052
MRPS15	1	36921319	36930038
VWA5B2	3	183948317	183960117
CSF3R	1	36931644	36948879
ALG3	3	183960089	183967336
ECE2	3	183967438	184010819
GRIK3	1	37261128	37499730
ZC3H12A	1	37940153	37949978
CAMK2N2	3	183977001	183979251
PSMD2	3	184016497	184026842
MEAF6	1	37951915	37980375
SNIP1	1	38002142	38019903
EIF4G1	3	184032283	184053146
DNALI1	1	38022520	38032458
GNL2	1	38032417	38061536
RSPO1	1	38076951	38100595
C1orf109	1	38147242	38157914
CDCA8	1	38158090	38175391
EPHA10	1	38179561	38230824
MANEAL	1	38259542	38267278
YRDC	1	38268616	38273857
FAM131A	3	184053714	184064063
C1orf122	1	38272651	38275126
MTF1	1	38279851	38325292
AL929472.1	1	38292232	38293886
CLCN2	3	184063973	184079439
INPP5B	1	38326369	38412729
POLR2H	3	184079506	184086384
THPO	3	184089723	184095932
CHRD	3	184097861	184108524
RP11-433C9.2	3	184119325	184157436
EPHB3	3	184279572	184300197
MAGEF1	3	184428156	184429836
VPS8	3	184529925	184770402
SF3A3	1	38422647	38456593
FHL3	1	38462442	38471278
C3orf70	3	184795838	184870802
EHHADH	3	184908412	184999778
UTP11L	1	38474930	38490496
MAP3K13	3	185000729	185206885
POU3F1	1	38509523	38512450
RRAGC	1	39303870	39325495
MYCBP	1	39328636	39347289
TMEM41A	3	185194284	185216845
GJA9	1	39339358	39347289
LIPH	3	185224050	185270401
RHBDL2	1	39351479	39407471
SENP2	3	185300284	185351339
AKIRIN1	1	39456916	39484692
NDUFS5	1	39491990	39500308
MACF1	1	39546988	39952789
IGF2BP2	3	185361527	185542844
C3orf65	3	185430316	185447575
TRA2B	3	185633694	185655924
ETV5	3	185764097	185828107
DGKG	3	185823457	186080026
CRYGS	3	186256230	186264491
TBCCD1	3	186263862	186288332
BMP8A	1	39957318	39991607
PABPC4	1	40026485	40042521
DNAJB11	3	186285192	186314892
AHSG	3	186330712	186339107
FETUB	3	186353758	186370930
HRG	3	186378005	186396029
KNG1	3	186435065	186461743
HEYL	1	40089825	40105617
NT5C1A	1	40124793	40137710
HPCAL4	1	40144320	40157361
PPIE	1	40157854	40229586
EIF4A2	3	186500994	186507689
BMP8B	1	40222854	40254533
OXCT2	1	40235195	40237020
TRIT1	1	40306708	40349183
RFC4	3	186507669	186524847
ADIPOQ	3	186560479	186576252
MYCL1	1	40361098	40367925
ST6GAL1	3	186648274	186796341
MFSD2A	1	40420802	40435638
RPL39L	3	186838736	186898696
CAP1	1	40505905	40538321
RTP1	3	186915274	186919253
MASP1	3	186935942	187009810
RTP4	3	187086120	187089864
SST	3	187386694	187388187
RTP2	3	187416047	187420345
RP11-211G3.3	3	187420101	187451637
PPT1	1	40538377	40563375
BCL6	3	187439165	187463515
RLF	1	40627045	40706593
TMCO2	1	40711619	40717363
LPP	3	187871072	188608460
ZMPSTE24	1	40723779	40759856
COL9A2	1	40766159	40783488
AC022498.2	3	187896943	187897989
AC022498.1	3	187898105	187898356
TPRG1	3	188665003	189043093
TP63	3	189349205	189615068
SMAP2	1	40810522	40888998
LEPREL1	3	189674517	189840226
ZNF643	1	40915771	40929390
CLDN1	3	190023490	190040264
CLDN16	3	190040330	190129932
TMEM207	3	190146444	190167665
IL1RAP	3	190231840	190375843
ZNF642	1	40942887	40962015
DEM1	1	40974413	40982228
ZNF684	1	40997233	41013841
RIMS3	1	41086351	41131329
NFYC	1	41157242	41237277
RP11-332P22.1	3	190570666	190610218
OSTN	3	190917030	190983404
UTS2D	3	190984957	191048325
CCDC50	3	191046866	191116459
FGF12	3	191859684	192485553
C3orf59	3	192514604	192635950
HRASLS	3	192958914	192995527
ATP13A5	3	192992579	193096632
ATP13A4	3	193119866	193310900
OPA1	3	193310933	193415612
HES1	3	193853934	193856521
CPN2	3	194060494	194072057
LRRC15	3	194075976	194090472
GP5	3	194115550	194119995
ATP13A3	3	194123401	194219093
TMEM44	3	194308402	194354418
LSG1	3	194361517	194393206
FAM43A	3	194406622	194409762
C3orf21	3	194789008	194991896
KCNQ4	1	41249684	41306124
ACAP2	3	194995465	195163807
CITED4	1	41326729	41328018
CTPS	1	41445007	41478235
PPP1R2	3	195241221	195270209
APOD	3	195295573	195311076
SLFNL1	1	41481269	41488909
AC233280.2	3	195377015	195378509
MUC20	3	195447753	195467994
SCMH1	1	41492874	41707826
MUC4	3	195473636	195539148
FOXO6	1	41827594	41849262
EDN2	1	41944446	41950344
HIVEP3	1	41972036	42501596
GUCA2B	1	42619092	42621495
GUCA2A	1	42628362	42630389
FOXJ3	1	42642210	42801548
TNK2	3	195590235	195638816
RIMKLA	1	42846466	42880850
ZMYND12	1	42896000	42921938
PPCS	1	42921788	42948411
CCDC30	1	42929001	43120335
TFRC	3	195754054	195809060
AL445669.2	1	42948391	42964590
PPIH	1	43124048	43142429
ZDHHC19	3	195924320	195938308
AC069257.9	3	195938358	195970049
YBX1	1	43148098	43168020
PCYT1A	3	195941093	196014828
CLDN19	1	43198764	43205925
LEPRE1	1	43212045	43232755
TCTEX1D2	3	195975101	196045170
TM4SF19	3	196042953	196065374
C1orf50	1	43232940	43264127
UBXN7	3	196074533	196159345
CCDC23	1	43272723	43282923
ERMAP	1	43282795	43310660
RNF168	3	196195654	196230639
C3orf43	3	196233748	196242237
ZNF691	1	43312280	43318148
WDR53	3	196281056	196295545
FBXO45	3	196295482	196315930
LRRC33	3	196366557	196388875
PIGX	3	196366646	196462878
SLC2A1	1	43391519	43424530
C3orf34	3	196433148	196439164
PAK2	3	196466728	196559518
SENP5	3	196594727	196661585
FAM183A	1	43610029	43622067
EBNA1BP2	1	43629855	43727589
NCBP2	3	196662273	196669468
WDR65	1	43638026	43676549
RP11-282K6.3	1	43675551	43720029
AC011322.1	3	196669562	196670413
TIE1	1	43766664	43788779
PIGZ	3	196673214	196695931
MFI2	3	196715492	196756687
DLG1	3	196769431	197026171
MPL	1	43803475	43818443
CDC20	1	43824626	43828874
ELOVL1	1	43829068	43833699
MED8	1	43849588	43855483
BDH1	3	197236654	197300194
C1orf84	1	43855553	43878462
KIAA0467	1	43886428	43918321
HYI	1	43916824	43919634
KIAA0226	3	197398264	197476598
PTPRF	1	43990858	44089343
FYTTD1	3	197464050	197511187
LRCH3	3	197518097	197615307
IQCG	3	197615946	197687013
RPL35A	3	197676858	197683481
LMLN	3	197687071	197770591
KDM4A	1	44115797	44171188
ST3GAL3	1	44173216	44396831
FAM157C	3	197879237	197896723
ARTN	1	44398992	44402912
IPO13	1	44412611	44433694
DPH2	1	44435653	44439043
ATP6V0B	1	44440617	44443967
B4GALT2	1	44444615	44456840
CCDC24	1	44457031	44462200
SLC6A9	1	44462155	44497134
KLF17	1	44584522	44600812
DMAP1	1	44679127	44686353
ERI3	1	44686742	44820939
RNF220	1	44870866	45117396
TMEM53	1	45100910	45140227
C1orf228	1	45140364	45191263
KIF2C	1	45205490	45233439
RPS8	1	45240923	45244451
BEST4	1	45249257	45253377
PLK3	1	45265897	45271662
TCTEX1D4	1	45271585	45272957
BTBD19	1	45274154	45281257
PTCH2	1	45285516	45308735
EIF2B3	1	45316450	45452282
HECTD3	1	45468212	45477027
UROD	1	45477819	45481247
ZSWIM5	1	45482071	45771881
HPDL	1	45792545	45794347
MUTYH	1	45794914	45806142
TOE1	1	45805342	45809647
TESK2	1	45809555	45956840
MMACHC	1	45965725	45979054
PRDX1	1	45976708	45988719
AKR1A1	1	46016215	46035721
NASP	1	46049518	46084566
CCDC17	1	46085716	46089731
GPBP1L1	1	46092976	46153785
TMEM69	1	46152886	46160115
IPP	1	46159996	46216322
AL604028.1	1	46166351	46166964
MAST2	1	46252659	46501896
PIK3R3	1	46505812	46642143
TSPAN1	1	46640745	46651630
POMGNT1	1	46654355	46685977
C1orf190	1	46669006	46686933
RAD54L	1	46713360	46744145
LRRC41	1	46726868	46769280
UQCRH	1	46769303	46782448
NSUN4	1	46805849	46830824
FAAH	1	46859937	46879520
DMBX1	1	46972669	46979898
KNCN	1	47011316	47017199
MKNK1	1	47023090	47069966
MOBKL2C	1	47073387	47082563
ATPAF1	1	47098409	47134099
KIAA0494	1	47140831	47184736
CYP4B1	1	47264670	47285085
CYP4A11	1	47394846	47407156
CYP4X1	1	47489240	47516423
CYP4Z1	1	47533160	47583991
CYP4A22	1	47603107	47615413
PDZK1IP1	1	47649265	47656716
TAL1	1	47681963	47697892
STIL	1	47715811	47779819
CMPK1	1	47799469	47844511
FOXE3	1	47881744	47883723
FOXD2	1	47901689	47906363
SLC5A9	1	48688357	48714316
SPATA6	1	48761044	48937845
AGBL4	1	48998527	50489585
BEND5	1	49193195	49242641
AL645730.1	1	50459990	50461874
ELAVL4	1	50569582	50669458
DMRTA2	1	50883222	50889172
FAF1	1	50905150	51425935
CDKN2C	1	51426417	51440305
C1orf185	1	51567906	51613752
RNF11	1	51701943	51739127
TTC39A	1	51752782	51810785
EPS15	1	51819935	51985000
OSBPL9	1	52042851	52254141
NRD1	1	52254863	52344477
RAB3B	1	52373628	52456436
TXNDC12	1	52485803	52521843
KTI12	1	52497775	52499488
RP11-91A18.5	1	52516590	52518355
BTF3L4	1	52521797	52556388
ZFYVE9	1	52608046	52812358
CC2D1B	1	52811395	52831865
ORC1L	1	52838501	52870131
PRPF38A	1	52870236	52883992
ZCCHC11	1	52888947	53018772
GPX7	1	53068044	53074723
C1orf163	1	53152508	53164038
ZYG11B	1	53192131	53293014
ZYG11A	1	53308183	53360670
ECHDC2	1	53361895	53387446
SCP2	1	53392948	53517282
PODN	1	53527854	53551174
SLC1A7	1	53552855	53608289
CPT2	1	53662101	53679869
C1orf123	1	53679771	53686289
MAGOH	1	53692564	53704282
LRP8	1	53711212	53793821
DMRTB1	1	53925072	53933161
GLIS1	1	53971910	54199877
TMEM48	1	54231133	54304533
YIPF1	1	54317392	54355507
DIO1	1	54359861	54376759
HSPB11	1	54387234	54411975
LRRC42	1	54411750	54433841
LDLRAD1	1	54474412	54483856
TMEM59	1	54497347	54519177
C1orf83	1	54519260	54578192
AL161915.1	1	54569968	54571750
CDCP2	1	54604668	54619443
CYB5RL	1	54609065	54665746
MRPL37	1	54649714	54686603
SSBP3	1	54692195	54872092
C1orf191	1	54703710	54704735
ACOT11	1	55007930	55104865
FAM151A	1	55074855	55089229
C1orf175	1	55107444	55207981
TTC4	1	55181495	55208330
PARS2	1	55222571	55230187
TTC22	1	55245385	55266940
C1orf177	1	55271736	55307925
DHCR24	1	55315306	55352891
TMEM61	1	55446465	55457966
BSND	1	55464606	55474656
PCSK9	1	55505220	55530525
USP24	1	55532032	55681039
PPAP2B	1	56960419	57110974
PRKAA2	1	57110995	57181008
C1orf168	1	57184477	57285369
C8A	1	57320479	57383894
C8B	1	57394883	57431813
DAB1	1	57460451	59012406
OMA1	1	58881056	59012474
TACSTD2	1	59041099	59043166
MYSM1	1	59120411	59165764
JUN	1	59246465	59249785
FGGY	1	59762467	60233347
HOOK1	1	60280458	60342050
CYP2J2	1	60358980	60392462
C1orf87	1	60452941	60539442
NFIA	1	61330931	61928465
TM2D1	1	62146717	62191095
INADL	1	62208149	62629592
L1TD1	1	62660503	62678000
KANK4	1	62701837	62785085
USP1	1	62901968	62917475
DOCK7	1	62920399	63153969
ANGPTL3	1	63063158	63071830
ATG4C	1	63249806	63331184
FOXD3	1	63788730	63790797
ALG6	1	63833261	63904233
ITGB3BP	1	63906441	64059392
EFCAB7	1	63989013	64038364
DLEU2L	1	64014635	64015911
PGM1	1	64058947	64125916
ROR1	1	64239693	64647181
UBE2U	1	64669310	64733051
CACHD1	1	64936428	65158741
RAVER2	1	65210778	65298915
JAK1	1	65298912	65432187
AK3L1	1	65613232	65697819
DNAJC6	1	65713902	65881552
LEPROT	1	65886270	65901690
LEPR	1	65886335	66107242
PDE4B	1	66258197	66840262
SGIP1	1	66999066	67213982
TCTEX1D1	1	67218143	67244470
INSL5	1	67263424	67266939
WDR78	1	67278568	67390570
MIER1	1	67390640	67454302
SLC35D1	1	67465015	67519782
C1orf141	1	67557859	67594220
IL23R	1	67632083	67725662
IL12RB2	1	67773047	67862583
SERBP1	1	67873493	67896098
GADD45A	1	68150744	68154021
GNG12	1	68167149	68299150
DIRAS3	1	68511645	68517314
GPR177	1	68564156	68698420
RPE65	1	68894505	68915642
DEPDC1	1	68939835	68962799
LRRC7	1	70034081	70589167
LRRC40	1	70610488	70671303
SFRS11	1	70671365	70718735
ANKRD13C	1	70726271	70820417
HHLA3	1	70820511	70833706
CTH	1	70876955	70905253
PTGER3	1	71318036	71513491
ZRANB2	1	71528974	71546980
NEGR1	1	71868625	72748417
LRRIQ3	1	74491699	74663871
TNNI3K	1	74663926	75010112
LRRC53	1	74935562	74978298
C1orf173	1	75033795	75139422
CRYZ	1	75171170	75199092
TYW3	1	75198840	75232362
LHX8	1	75594119	75627218
SLC44A5	1	75667816	76076801
ACADM	1	76190036	76229364
RABGGTB	1	76251882	76261100
MSH4	1	76262567	76378923
ASB17	1	76384558	76398116
ST6GALNAC3	1	76540404	77100286
ST6GALNAC5	1	77333126	77531396
PIGK	1	77554675	77685115
AK5	1	77747662	78025654
ZZZ3	1	78028101	78149104
USP33	1	78161672	78225537
FAM73A	1	78245309	78344106
NEXN	1	78354198	78409580
FUBP1	1	78400603	78444794
DNAJB4	1	78444859	78483648
GIPC2	1	78445226	78604133
PTGFR	1	78769568	79005434
IFI44L	1	79085607	79108484
IFI44	1	79115481	79129763
ELTD1	1	79355449	79472495
LPHN2	1	81771845	82459719
TTLL7	1	84330711	84464833
PRKACB	1	84543745	84704181
SAMD13	1	84764049	84855640
DNASE2B	1	84864215	84880701
RPF1	1	84944942	84963473
GNG5	1	84964008	84972248
SPATA1	1	84971974	85031877
CTBS	1	85018804	85040163
C1orf180	1	85093913	85100703
SSX2IP	1	85109390	85156486
LPAR3	1	85277285	85358896
MCOLN2	1	85391267	85462796
WDR63	1	85464830	85598821
MCOLN3	1	85483765	85514182
SYDE2	1	85623356	85667407
C1orf52	1	85715639	85725355
BCL10	1	85731464	85743771
DDAH1	1	85784168	86043933
CYR61	1	86046444	86049645
ZNHIT6	1	86118491	86174101
COL24A1	1	86194916	86622626
ODF2L	1	86808753	86862023
CLCA2	1	86889769	86922241
CLCA1	1	86934051	86965972
CLCA4	1	87012759	87046437
SH3GLB1	1	87170259	87213867
RP4-604K5.1	1	87246147	87380107
HS2ST1	1	87380331	87634887
LMO4	1	87794151	87812788
PKN2	1	89149905	89301938
GTF2B	1	89318615	89357627
CCBL2	1	89401456	89458636
RBMXL1	1	89445139	89458455
GBP3	1	89472360	89488549
GBP1	1	89517987	89531043
GBP2	1	89571815	89616139
GBP7	1	89597434	89641723
GBP4	1	89646831	89664615
GBP5	1	89724633	89738544
GBP6	1	89829617	89853719
LRRC8B	1	89990395	90063423
LRRC8C	1	90098631	90230077
LRRC8D	1	90286604	90401982
ZNF326	1	90457722	90494097
BARHL2	1	91177159	91182794
ZNF644	1	91380859	91487829
HFM1	1	91726323	91870426
CDC7	1	91966404	91991321
TGFBR3	1	92145900	92371559
BRDT	1	92414928	92479983
EPHX4	1	92495539	92529093
BTBD8	1	92545862	92613393
KIAA1107	1	92632542	92650280
C1orf146	1	92683497	92711370
GLMN	1	92711959	92764544
RPAP2	1	92764522	92853730
GFI1	1	92940319	92952433
EVI5	1	92974253	93257961
RPL5	1	93297597	93307481
FAM69A	1	93307724	93427079
MTF2	1	93544795	93604638
TMED5	1	93615299	93646285
CCDC18	1	93645920	93744287
DR1	1	93811445	93828149
FNBP1L	1	93913658	94020218
BCAR3	1	94027347	94312706
DNTTIP2	1	94331839	94345474
GCLM	1	94350761	94374966
ABCA4	1	94458393	94586688
ARHGAP29	1	94637307	94703189
ABCD3	1	94883933	94984222
F3	1	94994781	95007356
SLC44A3	1	95285898	95360802
CNN3	1	95362507	95392834
ALG14	1	95448297	95538501
TMEM56	1	95582894	95663163
RWDD3	1	95699711	95712781
PTBP2	1	97187221	97280349
DPYD	1	97543299	98386605
SNX7	1	99127279	99226056
RP11-254O21.1	1	99355803	99470588
RP4-788L13.1	1	99729509	99775146
PALMD	1	100111499	100160097
FRRS1	1	100174259	100232187
AGL	1	100315640	100389579
SLC35A3	1	100435345	100492448
HIAT1	1	100503653	100548933
SASS6	1	100549119	100598511
CCDC76	1	100598706	100616053
LRRC39	1	100614409	100643771
DBT	1	100659736	100715390
RTCD1	1	100731763	100758325
CDC14A	1	100817290	100985833
GPR88	1	101003693	101007574
VCAM1	1	101185305	101204601
EXTL2	1	101337943	101361554
SLC30A7	1	101361632	101447309
DPH5	1	101455179	101491644
S1PR1	1	101702444	101707074
OLFM3	1	102268130	102462790
COL11A1	1	103342023	103574052
RNPC3	1	104068578	104097854
AMY2B	1	104096437	104122156
AMY2A	1	104113597	104168402
AMY1A	1	104197912	104207173
AMY1B	1	104230037	104239302
AMY1C	1	104292515	104301312
PRMT6	1	107599301	107601916
NTNG1	1	107682629	108026080
VAV3	1	108113782	108507858
SLC25A24	1	108677442	108742898
NBPF4	1	108765087	108786703
NBPF6	1	108918435	109013624
FAM102B	1	109102711	109187522
C1orf59	1	109190912	109217815
PRPF38B	1	109234945	109244425
FNDC7	1	109255556	109285365
STXBP3	1	109289296	109352148
AKNAD1	1	109358520	109400850
GPSM2	1	109417972	109473044
CLCC1	1	109472130	109506111
WDR47	1	109512836	109584850
TAF13	1	109605121	109618624
TMEM167B	1	109630883	109639556
C1orf194	1	109648573	109656479
KIAA1324	1	109656533	109749401
SARS	1	109756540	109780791
CELSR2	1	109792641	109818377
PSRC1	1	109822176	109825808
MYBPHL	1	109834987	109849663
SORT1	1	109852192	109940573
PSMA5	1	109944470	109969049
SYPL2	1	110009224	110024759
ATXN7L2	1	110026101	110035426
CYB561D1	1	110036658	110043062
AMIGO1	1	110046797	110052360
GPR61	1	110082494	110089882
GNAI3	1	110091233	110136975
GNAT2	1	110145889	110155679
AMPD2	1	110162459	110174675
GSTM4	1	110198703	110217458
GSTM2	1	110210644	110252171
GSTM1	1	110230436	110236367
AC000032.1	1	110250714	110252890
GSTM5	1	110254877	110260888
GSTM3	1	110276554	110283660
EPS8L3	1	110292702	110306649
CSF1	1	110453233	110473614
AHCYL1	1	110527308	110566357
FAM40A	1	110574199	110617263
ALX3	1	110602616	110613234
UBL4B	1	110655062	110656569
SLC6A17	1	110693108	110744824
KCNC4	1	110753965	110776666
RBM15	1	110876516	110889299
SLC16A4	1	110905482	110933670
HBXIP	1	110943871	110950560
PROK1	1	110993822	110999976
KCNA10	1	111059839	111061797
KCNA2	1	111136202	111174096
KCNA3	1	111214310	111217655
CD53	1	111415722	111442558
C1orf103	1	111489812	111506587
DRAM2	1	111659955	111682825
CEPT1	1	111682249	111727724
DENND2D	1	111729796	111747157
CHI3L2	1	111770232	111786062
CHIA	1	111833484	111863188
C1orf88	1	111888910	111895635
OVGP1	1	111956936	111970399
WDR77	1	111982512	111991998
ATP5F1	1	111991486	112005395
C1orf162	1	112016414	112021134
ADORA3	1	112025970	112106597
RAP1A	1	112084840	112259313
C1orf183	1	112264686	112298419
DDX20	1	112298219	112310199
KCND3	1	112313284	112531777
CTTNBP2NL	1	112938803	113003786
WNT2B	1	113009163	113065288
ST7L	1	113066140	113163447
CAPZA1	1	113161795	113214241
MOV10	1	113215763	113243368
RHOC	1	113243728	113254053
PPM1J	1	113252616	113258099
FAM19A3	1	113263041	113269857
SLC16A1	1	113454469	113499635
LRIG2	1	113615831	113669822
MAGI3	1	113933371	114228545
PHTF1	1	114239453	114302111
RSBN1	1	114304454	114355070
PTPN22	1	114356433	114414381
BCL2L15	1	114420790	114430169
AP4B1	1	114437370	114447823
DCLRE1B	1	114447763	114456708
HIPK1	1	114471814	114520426
OLFML3	1	114522063	114524876
SYT6	1	114631914	114696541
TRIM33	1	114935399	115053781
BCAS2	1	115110178	115124260
DENND2C	1	115125469	115213043
AMPD1	1	115215722	115238239
NRAS	1	115247090	115259515
CSDE1	1	115259534	115300671
SIKE1	1	115312100	115323306
SYCP1	1	115397424	115537991
TSHB	1	115572415	115576941
TSPAN2	1	115590632	115632121
NGF	1	115828539	115880857
VANGL1	1	116184574	116240845
CASQ2	1	116242628	116311426
NHLH2	1	116378998	116386538
SLC22A15	1	116519119	116612675
C1orf161	1	116654376	116677861
ATP1A1	1	116915290	116952883
C1orf203	1	116941622	116961197
CD58	1	117057157	117113715
IGSF3	1	117117031	117210375
C1orf137	1	117236734	117249225
CD2	1	117297007	117311850
PTGFRN	1	117452679	117532980
CD101	1	117544382	117579167
TTF2	1	117602925	117645492
TRIM45	1	117653682	117665209
VTCN1	1	117686209	117753556
MAN1A2	1	117910071	118071494
FAM46C	1	118148556	118170994
GDAP2	1	118412037	118472253
WDR3	1	118472347	118503049
SPAG17	1	118496484	118727846
TBX15	1	119425666	119532179
WARS2	1	119573839	119683294
HAO2	1	119911399	119936753
HSD3B2	1	119957673	119965657
HSD3B1	1	120049826	120057681
ZNF697	1	120162000	120190390
PHGDH	1	120202421	120286838
HMGCS2	1	120290619	120311517
REG4	1	120336641	120354283
ADAM30	1	120436156	120439118
NOTCH2	1	120454176	120612274
FAM72B	1	120837272	120855681
FCGR1B	1	120926979	120935937
AL583842.3	1	142540100	142542979
PPIAL4G	1	143767144	143767881
FAM72D	1	143896452	143914265
RP3-377D14.1	1	144146810	144224481
PPIAL4B	1	144360739	144364592
NBPF9	1	144811744	144830302
PDE4DIP	1	144833168	145076186
SEC22B	1	145096220	145116922
NOTCH2NL	1	145209119	145291654
AL592307.2	1	145209145	145370303
HFE2	1	145413095	145417545
TXNIP	1	145438469	145442635
POLR3GL	1	145456236	145470388
ANKRD34A	1	145470508	145475646
LIX1L	1	145477085	145501669
RBM8A	1	145507598	145511444
GNRHR2	1	145509752	145516076
PEX11B	1	145516252	145523730
ITGA10	1	145524891	145543868
ANKRD35	1	145549216	145568526
PIAS3	1	145575233	145586546
NUDT17	1	145586115	145590461
POLR3C	1	145592605	145611025
RNF115	1	145611036	145690661
CD160	1	145695798	145715614
PDZK1	1	145726918	145764074
GPR89A	1	145764411	145827073
GPR89C	1	145883868	145924373
RP11-94I2.2	1	146032543	146082765
WI2-3658N16.1	1	146033277	146253110
NBPF12	1	146373546	146467744
PRKAB2	1	146626685	146644129
FMO5	1	146655885	146697230
CHD1L	1	146714291	146767443
BCL9	1	147013182	147098017
ACP6	1	147119170	147142618
GJA5	1	147228332	147245484
GJA8	1	147374936	147381393
GPR89B	1	147400506	147465755
NBPF11	1	147574324	147624601
FAM108A2	1	147618345	147622067
PPIAL4A	1	147954635	147955377
NBPF14	1	148003642	148025863
NBPF10	1	148250245	148356319
NBPF15	1	148555979	148758311
NBPF16	1	148739443	148758311
HIST2H3PS2	1	149398877	149400542
FAM72C	1	149438750	149459549
PPIAL4C	1	149552657	149556510
AL358813.2	1	149675978	149676609
FCGR1A	1	149754227	149764074
HIST2H2BF	1	149765520	149783914
HIST2H3D	1	149784826	149785236
HIST2H4A	1	149804232	149811339
HIST2H3C	1	149811110	149812765
HIST2H2AA3	1	149813785	149814318
HIST2H2AA4	1	149822643	149823191
HIST2H3A	1	149824181	149825836
HIST2H4B	1	149825607	149832714
HIST2H2BE	1	149856010	149858232
BOLA1	1	149858486	149872351
HIST2H2AC	1	149858525	149858961
HIST2H2AB	1	149859019	149859466
SV2A	1	149874870	149889434
SF3B4	1	149895209	149900236
MTMR11	1	149900543	149910252
OTUD7B	1	149912231	149982625
VPS45	1	150039342	150117505
PLEKHO1	1	150121373	150132260
ANP32E	1	150190717	150208504
CA14	1	150230169	150237478
APH1A	1	150237799	150241980
C1orf54	1	150240600	150253327
C1orf51	1	150254953	150259505
MRPS21	1	150266289	150281414
AL138795.2	1	150273648	150284249
PRPF3	1	150293925	150325703
RPRD2	1	150335567	150449042
TARS2	1	150459890	150480078
ECM1	1	150480487	150486265
ADAMTSL4	1	150521884	150533413
C1orf138	1	150532678	150534591
MCL1	1	150547032	150552066
ENSA	1	150573327	150602088
GOLPH3L	1	150618701	150669672
HORMAD1	1	150670536	150693364
CTSS	1	150702551	150738433
CTSK	1	150768684	150780799
ARNT	1	150782181	150849244
SETDB1	1	150898767	150937220
LASS2	1	150933059	150947479
ANXA9	1	150954493	150968110
FAM63A	1	150965682	150980225
PRUNE	1	150980896	151008189
BNIPL	1	151009034	151020076
C1orf56	1	151020216	151024462
CDC42SE1	1	151023447	151032249
MLLT11	1	151030234	151040970
GABPB2	1	151043054	151098018
